Pathway Name	Organism	Gene Ontology	Url to WikiPathways	Last Changed	Last Revision	Author	Count	Entrez	Ensembl	SwissProt	UniGene	RefSeq	MOD	PubChem	CAS	ChEBI
Insulin Signaling	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP439	20081114113215	21604	Nsalomonis, MaintBot, BruceConklin	158	24954,25718,25467,29376,315350,170911,85243,298947,366508,25513,29741,60664,363131,361632,65052,116720,81745,24185,25233,84027,50686,25139,50557,60580,25522,116693,79121,64310,80849,246273,84482,65152,361575,445336,85385,113998,81504,25622,85384,24703,170851,58960,303200,287398,29568,114495,116667,171492,303604,308106,50689,54268,116590,58840,29513,50658,25272,292763,293015,308463,116554,81649,116596,25579,293694,313121,309168,26400,362982,338372,301363,114509,71751,170920,313022,303259,60352,53859,360640,83840,117269,361696,81771,445349,317203,361715,84021,24669,360406,,171136,292699,63881,64185,309487,299145,361540,85428,54245,64665,83764,114203,24697,56718,117045,116636,25330,25623,24330,24371,24516,24778,114858,293621,83521,65038,24680,25023,85420,81749,170538,85496,81675,25741,60445,26954,24855,25532,303443,24803,25012,64630,293692,192249,25485,117550,84392,29517,171497,171498,445335,246325,445445,58844,25558,81804,114095,81803,MAPK8,252971,89829,65248,78975,84351,289754,363875,366957								
IL-5 Signaling Pathway	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP44	20081114112951	20769	A.Pandey, MaintBot	67	24497,114103,171081,85385,25622,25751,25023,116590,50689, ,81649,25493,50646,298947,58960,25513,29741,116689,81736,50658,81504,81515,29402,287942,24703,24525,25155,83841,364712,252971,25578,25734,24185,81771,294515,50686,24653,25156,288077,500985,114203,24516,367901,84027,81647,314436,24918,25126,25290,24887,170538,84353,293621,313644,25193,83571,63881,29624,363875,25464,309684,25021,24649,84598,24514,25125,25124								
Sulfur degradation	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP440	20081114113215	21606	J.Heckman, MaintBot	12						S000003771,S000003244,S000003152,S000000893		1927-31-7,2466-09-3,66638-22-0,64-19-7,52-90-4,56-88-2,14265-44-2,6027-13-0	
Matrix Metalloproteinases	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP441	20081114113215	21608	Kdahlquist, MaintBot, M.Braymer	26	21859,21858,110595,83995,17394,17386,17390,17395,17392,17385,17393,17381,17384,17387,17388,17389,23948,58223,30800,17391,26561,21857,12215,21411,21926								
Hypertrophy Model	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP442	20081114113215	21610	A.C.Zambon, MaintBot	21	25705,29148,24493,117045,25389,25712,360580,58853,360950,24518,25663,83476,29152,116636,83785,29197,29650,27064,25433,29596								
Beta Oxidation Meta MAPP	Drosophila melanogaster		http://www.wikipathways.org/index.php/Pathway:WP443	20081114113215	21612	Nsalomonis, MaintBot, Evelo, C.Redfern	24	 ,38221,43913,47611,43582,40056,46068,40787,36109,38355,33470,37217,34276,37784,36536,38864,42364,31695,39988,33911,37289,34463,39611,40348								
Signaling of Hepatocyte Growth Factor Receptor	Danio rerio		http://www.wikipathways.org/index.php/Pathway:WP444	20081114113215	21614	MaintBot	19	405864,,245950,142986,333979,406308,30767,406859,394101,415242,321107,65236,406728,360144,399480,335916,394198,373103,493781								
G1 to S cell cycle control	Danio rerio		http://www.wikipathways.org/index.php/Pathway:WP445	20081114113215	21616	A.C.Zambon, MaintBot	37	,30222,405897,541325,338204,406715,30188,415165,327060,406695,65226,393196,327491,192338,192323,337598,286747,335020,334315,406462,406479,324256,30440,407653,322059,30678,30590,431763,30637,404206,58025,399483,266794,393141,406853,450080								
MAPK Cascade	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP446	20081114113216	21618	Nsalomonis, MaintBot, I.Reyes	28	246212,170851,58960,50689,24547,25595,116667,25272,81649,24516,171492,,29372,29322,116590,246325,64363,24703,114486,24525,361568,114495,25579,60352		RASH RAT,RASN RAT,						
Adipogenesis	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP447	20090127195030	28134	M.Patti, MaintBot, Khanspers	132	16000,19223,19015,12912,27217,14599,15903,20850,20851,14815,13198,16878,12608,13082,232174,20181,19401,22259,16956,14102,19650,14462,14461,19016,21926,17319,21803,18787,20528,20249,22160,11770,19645,19651,18196,13555,20683,15361,16193,13197,17873,12606,12609,12153,12156,110075,12159,104394,56458,12224,14234,19017,17978,19013,20848,20847,20846,20852,12703,12702,12804,16880,16195,22227,22408,17127,14362,13542,21405,20183,20378,16333,16334,228775,19116,13046,15251,23849,93691,20379,20185,20602,11622,66277,13654,13591,13819,97064,14560,16367,384783,16369,16370,14705,16905,230709,14245,64898,64899,18534,74551,13386,17984,22410,22419,14463,17977,13865,19883,268903,103968,16890,57264,11537,11520,116939,11606,59027,20745,18413,12387,11604,52637,16846,17258,17259,17260,17261,20787,56758,11450,67512								
Mitochondrial LC-Fatty Acid Beta-Oxidation	Caenorhabditis elegans		http://www.wikipathways.org/index.php/Pathway:WP448	20081114113216	21622	N.Reyes, MaintBot	13	 ,178025,181757,,174881,174180,174912,186222,172310,176005,180859,177530,171643								
Complement and Coagulation Cascades KEGG	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP449	20081114134510	22601	169.230.76.4, MaintBot, Thomas	63	12260,12259,12262,50909,50908,13137,13136,12263,12268,12266,15139,12274,69379,12279,17174,12509,17221,12946,12630,17175,17194,12258,12269,12267,12273,12902,,14962,11537,12628,14066,14068,14071,14069,109821,22371,14058,14067,14061,110135,15160,56373,21788,14060,14062,11905,268591,20699,19123,19128,18791,18792,21824,18787,18793,18815,58992,16621,16644,18816,12061,109828,232345								
G1 to S cell cycle control	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP45	20081114112952	20771	A.C.Zambon, MaintBot, Khanspers	69	1019,1021,595,894,896,1026,1027,1022,902,5925,1869,1870,1871,5933,1874,1875,1876,7027,7029,1017,898,9134,5427,5426,993,7465,4661,8318,6118,6119,6117,4171,4172,4173,4174,4175,4176,4998,4999,23595,5000,5001,23594,5557,5558,23649,5111,7157,1647,4193,1031,1030,1032,1029,8900,891,472,1028,901,4609,1385,1388,90993,10488,148327,84699,4331,								
IL-2 Signaling Pathway	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP450	20081114113216	21626	A.Pandey, MaintBot	74	16186,16185,16184,16183,16451,16453,16452,16818,,18709,15170,26413,26417,14389,20963,16367,384783,56324,20844,12702,18795,18706,74769,18707,30955,14360,11651,56484,21752,17096,19247,20416,110157,14784,19229,12508,15894,20662,12703,12700,14694,12929,12402,230126,12928,64685,23871,23872,14815,18762,16432,12043,56717,15519,17346,13684,12912,26395,26396,22324,20850,20851,18033,19697,22608,16653,26419,26416,17164,26420,12675,27979,20848,20846								
DNA Replication	Danio rerio		http://www.wikipathways.org/index.php/Pathway:WP451	20081114113216	21628	Kdahlquist, MaintBot, D.Koren	26	65226,393196,,30440,407653,334315,406479,406462,335020,324256,368320,286747,337598,192323,192338,406715,322059,445385,406435,259256,503748,30678,492768,327491,406695,368733								
Tryptophan Degradation Via Kynurenine	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP452	20081114113216	21630	M.Braymer, MaintBot	14						S000003839,S000003596,S000000194,S000004221,S000003786,S000001943		73-22-3,1022-31-7,343-65-7,606-14-4,2646-71-1,6912-68-1,97-55-2,2466-09-3	
Inflammatory Response Pathway	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP453	20081114113217	21632	N.Fidelman, MaintBot, Khanspers	33	1277,1278,1281,2335,3911,3912,3913,3915,3918,7448,7059,7057,3458,3567,3565,3558,7133,7132,3561,3560,3559,7535,3932,940,958,942,941,959,3566,3568,3494,3493			Hs.448957					
Osteoclast	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP454	20081114113217	21636	Ehsiao, Khanspers, AlexanderPico, MaintBot	18	21943,21934,18383,18591,16416,20750,13038,11433,66290,20544,194352,238377,15977,15975						5362549,271,1004,923		
GPCRs, Class A Rhodopsin-like	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP455	20081114113217	21638	Nsalomonis, MaintBot, AlexanderPico, BruceConklin	268	1128,1129,1131,1132,1133,147,148,146,152,151,150,153,154,155,1812,1816,1813,1814,1815,3269,3274,11255,3354,3355,3352,3351,3350,3357,3358,3356,3360,3361,3362,3363,185,186,4829,680,2925,624,623,719,27202,2359,2357,2358,187,3577,3579,1230,1231,1232,1233,1234,1235,1237,10803,1238,9034,2833,7852,643,1524,886,887,2826,51554,1236,2829,1909,1910,4157,4158,4160,4161,4159,4886,4887,5540,4889,4888,10888,23620,4923,4985,4986,4988,4987,6751,6752,6753,6754,6755,2149,554,552,553,5021,2587,8484,8811,2150,2151,9002,3062,3061,10886,64106,2861,9283,2854,1240,11251,2852,56923,10316,2492,3973,6010,2652,5956,611,23596,94233,10692,266747,26333,26664,390892,26659,158131,126370,4992,8388,8387,8385,8383,4991,26188,26189,26658,8390,442185,144124,283297,26701,81696,26692,56656,7932,442184,442186,26707,81697,26212,4993,120776,26211,135948,26716,79541,4994,8392,390756,26493,283160,338674,10798,135946,26531,8590,26538,26532,26539,26476,26696,442191,5731,5732,5729,5733,5734,5737,5739,6915,134,2862,9248,4543,4544,53829,53836,64805,9934,2850,54329,54328,4142,57007,2825,2853,2847,2848,2835,2828,135,136,140,5029,5028,5031,5030,1241,57121,5032,84636,2846,10161,27334,2859,56670,1269,1268,5724,7201,2693,2845,2838,2834,2832,2831,2830,2827,9293,2840,2844,2842,2843,81491,144125,81797,8386,4995,11250,10800,57105,2867,2866,2864,2865,2841,8111,2857,29909,8843,116511,8477,23432,10936,27198,2863		Q9UDD9					62-31-7,51-45-6,50-67-9,58-82-2,745-65-3	
GPCRs, Class B Secretin-like	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP456	20081114113217	21640	Nsalomonis, MaintBot, BruceConklin	13	54598,12311,12922,12921,14527,14652,14602,19228,11517,22354,22355,26364,13733								
TNF-alpha/NF-kB Signaling Pathway	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP457	20081114113217	21642	A.Pandey, MaintBot	161	311245,293860,29677,305584,81736,312937,309295,299827,,311786,246756,307821,287670,287772,309452,365388,310877,83806,64640,301020,114562,171379,297893,84577,84020,361055,29425,140657,117263,25124,266610,25581,314417,315713,317335,29476,408217,84027,361825,287367,84581,301225,29355,362607,83614,25404,353256,303604,56010,361388,56011,29753,25576,25577,25578,363599,305451,25233,309361,24185,83805,301515,309165,303024,116549,307641,81650,306886,64044,362788,60371,78971,25614,117279,25402,25493,362356,287280,361765,305240,81525,313867,307449,305606,305751,287707,58934,83581,83582,502186,84351,306007,304893,313245,301246,316241,291885,288532,301442,140934,301252,293960,54244,361810,299331,25622,360640,292747,64302,26962,81774,316051,363984,252961,303602,25573,116596,29568,60328,314384,304005,115771,353233,83427,314756,64314,498206,116633,361925,361711,246240,362491,29542,50659,308267,25586,25625,24835,64322,312641,156767,361167,83840,303285,289924,367167,362247,304294,25069,313128,24471,25522,25636,24672,81920,641452,64026,171492,29155,303518								
Inflammatory Response Pathway	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP458	20081114113218	21644	N.Fidelman, MaintBot	41	14969,16154,14129,17390,21926,16992,16175,16176,16193,14268,16776,16777,226519,16779,16782,22370,12825,12842,12843,16192,21947,12519,12524,21939,12487,21937,21938,16818,22637,16184,16185,16186,16183,16189,16191,15978,21827,21825,16190,16031,16019								
Serine Biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP459	20081114113218	21646	M.Braymer, MaintBot	8						S000001336,S000000883,S000005710,S000003440		53-84-9,56-86-0,14265-44-2,56-45-1	
Methionine Degradation	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP46	20081114112952	20773	J.Heckman, MaintBot	20						S000004170,S000002910,S000000845,S000003387		63-68-3,1927-31-7,2466-09-3,14265-44-2,6027-13-0,58-61-7,56-45-1,56-88-2,52-90-4,672-15-1,317-66-8,64885-97-8,53-84-9,58-64-0,1264-45-5,604-98-8	
Blood Clotting Cascade	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP460	20081114113218	21648	A.Kwa, MaintBot	18	58992,14071,14058,18787,18788,14069,14070,18791,14067,14190,14061,14161,18792,18815,18816,14060,22371,14068								
Cholesterol Biosynthesis	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP461	20081114113218	21650	M.Lieberman, MaintBot, N.Mantei	15	83791,89784,29637,25675,81727,81726,29580,64191,81681,29230,25427,140910,309262,310645,SC5DL								
Panothenate and Coenzyme A Biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP462	20081114113218	21652	M.Braymer, MaintBot	23						S000000380,S000001105,S000004622,S000004779,S000004780,S000001407,S000002939,S000001345,S000001780,S000005580,S000001571,S000003509,S000002604		31690-11-6,2646-71-1,53-84-9,71-44-3,1927-31-7,2466-09-3,58-64-0,52-90-4,3633-59-8,64885-97-8	
Purine Fermentation	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP463	20081114113218	21654	M.Braymer, MaintBot	14						S000005085,S000003436,S000000288,S000005915		73-24-5,68-94-0,69-89-6,53-84-9,73-40-5,56-40-6,14265-44-2,58-64-0,1927-31-7,2800-34-2	
Lipid-Linked Oligosaccharide Biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP464	20081114113218	21656	M.Braymer, MaintBot	10						S000003033,S000004993,S000004666,S000005163,S000005313,S000005528,S000005593,S000003459		146-91-8,74-79-3	
DNA Replication	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP466	20081114113219	21660	Kdahlquist, MaintBot, Khanspers, Thomas, D.Koren	49	6118,6119,29935,5422,5557,5558,5427,5426,23595,4999,5001,5000,4998,23594,51053,81620,7311,4175,4174,4173,4172,4171,4176,55388,1017,5985,5984,5983,5982,5981,5111,10926,8317,6117,8318,5425,10714,57804,5424,990,7316,23649							2564-35-4,1927-31-7,2056-98-6,58-64-0,65-47-4	9850,17625
mRNA processing	Danio rerio		http://www.wikipathways.org/index.php/Pathway:WP467	20081114113219	21662	Nsalomonis, MaintBot	71	378453,,321466,406267,394074,192331,550244,393979,445404,447922,324238,324554,436657,406543,405835,57924,393565,323700,368925,406751,402989,494534,402972,394172,64275,405803,192325,337552,321556,323490,445398,324121,393936,58144,326716,445219,394058,394092,30203,323855,393292,449780,436751,492511,368732,394018,406824,192318,286774,326944,406326,404041,321974,321844,406758,336645,58137,406251,321994,321940,394105,373117,393889,192328,323679,368275,393963,334490,394143,431751								
ACE Inhibitor Pathway	Danio rerio		http://www.wikipathways.org/index.php/Pathway:WP468	20081114113219	21664	C.F.Thorn, MaintBot	6	322485,405786,,503772,449808								
Glutathione metabolism	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP469	20081114113219	21666	169.230.76.4, MaintBot	38	ANPEP,GGT1,GPX3,G6PDX,IDH1,GSR,GSS,GCLC,OPLAH,24404,29326,29328,GSTM3,24421,24422,24424,25260,29487,57298,GGTLA1,GCLM								
Hedgehog Signaling Pathway	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP47	20081114112952	20775	A.Pandey, MaintBot, Andra	22	8643,6469,983,5727,50846,6608,3549,2737,6497,51684,10284,25942,2735,2619,1387,1859,2736,27148,891,51715,3481,64399								
Proteasome Degradation	Caenorhabditis elegans		http://www.wikipathways.org/index.php/Pathway:WP470	20081114113219	21668	Nsalomonis, MaintBot	38	179339,177212,177855, ,178006,178988,173384,177455,176196,172977,176661,179641,172238,175925,178943,179493,176161,174571,172139,173858,176978,173334,176588,172009,177753,174786,174129,175187,175972,173807,174715,179941,172679,172942,171975,172208,177456,175840								
Beta Oxidation of Unsaturated Fatty Acids	Caenorhabditis elegans		http://www.wikipathways.org/index.php/Pathway:WP471	20081114113220	21670	Evelo, MaintBot	5	172310,176216, ,181757,179872								
Phosphatidic Acid and Phospholipid Biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP472	20090609120230	29898	M.Braymer, MaintBot, CarolineMrejen, Thomas	32	852271,853941	YMR165C,YDR503C				S000001386,S000002210,S000000233,S000000510,S000002301,S000000828,S000005113,S000003402,S000003389,S000003834,S000005074	5884,439162,5886,5497152,5287505,962,1061	2466-09-3,14265-44-2,56-81-5,56-45-1,2644-64-6,987-78-0	
GPCRs, Class A Rhodopsin-like	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP473	20081114113220	21674	169.230.76.4, MaintBot	145	25229,81645,24260,25111,29412,24173,29413,24174,24175,25083,24176,25645,29238,25432,113959,84007,81509,25245,24938,25264,81638,24180,65032,64354,79247,25689,25324,29595,83518,29385,117027,60628,117029,140473,171056,24889,25706,54305,25033,29256,29335,24613,64636,29471,29358,25726,29310,50672,171044,25354,25555,25107,29462,25342,50577,29235,29234,116677,60669,81657,81644,89810,24717,25360,25477,25449,25637,81752,24929,84023,25652,24816,25370,29316,25369,25265,84348,25153,114211,117097,25570,252859,58949,25248,57302,24925,24182,60463,80840,312787,65275,24448,25461,24473,25075,25323,60448,25187,29581,29597,260319,292409,171328,365158,292419,57301,308163,301066,282832,301088,316019,84475,292083,282839,66024,25340,140595,25601,25439,25108,116498,29636,117549,299007,29406,65276,306307,192223,310869,63889,63843,367315,59264,408199,64803,266769,297952,301372,114099,299242,29647,353250		NTR1 RAT,PI2R RAT						
Endochondral Ossification	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP474	20090601223302	29737	LarsEijssen, AlexanderPico, MaintBot, Alla, Khanspers	68	85477,8100,11127,445341,1473,5167,2688,3479,7067,3480,2690,6777,207,3481,3549,5744,5727,2737,5745,5566,6662,860,5741,654,655,1300,6696,657,7040,7042,2487,2261,8817,6772,2247,1280,176,4921,4322,50515,6660,55553,864,9759,579,4208,4318,9510,9507,11096,1515,5327,5328,7422,4256,3157,249,51719,1028,871,2260,7078,801,54407								
Irinotecan Pathway	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP475	20081114113223	21680	169.230.76.4, MaintBot	13	234671,12623,CYP3A4,CYP3A5,394436,394435,17250,12780,26357,94284,394432,12038								
Acetylcholine Synthesis	Danio rerio		http://www.wikipathways.org/index.php/Pathway:WP476	20081114113223	21682	A.Kwa, MaintBot	5	406702,,393127,550327,114549								
Cytoplasmic Ribosomal Proteins	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP477	20081114113223	21684	Kdahlquist, MaintBot, MartijnVanIersel	88	6168,4736,6132,6122,6123,6133,6136,6181,6176,23521,9349,6157,9801,6139,6147,6154,11224,6129,6124,6128,6130,6137,9045,6138,6142,6141,6143,6144,6146,6152,6155,6158,6159,6160,6161,6164,6165,25873,6167,6169,6170,7311,6171,6173,3921,6188,6203,6193,6210,6217,6224,6208,6228,6235,6207,6205,6209,6189,6191,6192,6194,6201,6202,6204,6206,6218,6223,6227,6229,6230,6231,6232,6233,6234,2197,6175,6196,6195,6197,27330,6135,6125,6198,6134,6156,6187,6222,6199								
Glycogen Catabolism	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP478	20081114113223	21686	J.Heckman, MaintBot	9						S000006364,S000004711,S000001610,S000006388		9050-36-6,14265-44-2,59-56-3,1109-28-0,69-79-4	
Chorismate Biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP479	20081114113224	21688	J.Heckman, MaintBot	11						S000002442,S000000453,S000002534,S000003116		585-18-2,138-08-9,14265-44-2,2646-71-1,1927-31-7,58-64-0,55508-12-8	
T Cell Receptor Signaling Pathway	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP480	20081114113224	21690	A.Pandey, MaintBot	126	,12502,12500,12501,12507,15170,17973,20491,20963,12402,18709,77647,240754,14389,20416,18761,22324,23880,72349,545622,19248,26395,26413,101540,54390,19247,545902,26396,26417,57257,22325,20846,20850,23939,16453,27387,12042,18479,78473,54353,20663,13169,11350,218397,19260,12929,12387,208650,230126,20779,14083,11651,12504,12525,24055,20851,12481,109905,17096,19354,12503,14360,22637,16818,26411,17829,22154,329693,108723,215280,74039,23853,22376,71520,17444,16822,11857,12928,14357,18003,107746,19200,16797,14784,20662,18803,19303,54126,22165,20218,22248,22145,16428,13430,13383,12912,12914,73341,26431,22323,14026,12540,19264,27371,94212,19395,12488,26558,12608,19056,104248,18019,16438,22630,16476,14281,12700,94176,192656,72699,11431,16923,53416,56233,19229,19271								
